id,genre
448,'Shooter'
449,'Adventure'
449, 'Platform'
450,'Adventure'
450, 'Platform'
450, 'Puzzle'
451,'Adventure'
451, 'RPG'
452,'Adventure'
452, 'Platform'
452, 'Puzzle'
453,'Adventure'
453, 'RPG'
454,'Adventure'
454, 'RPG'
455,'Adventure'
456,'Adventure'
456, 'Platform'
457,'Adventure'
457, 'RPG'
458,'Shooter'
459,'Adventure'
459, 'Platform'
459, 'Shooter'
460,'Adventure'
460, 'RPG'
460, 'Turn Based Strategy'
461,'Adventure'
461, 'Indie'
462,'Adventure'
463,'Adventure'
463, 'Puzzle'
463, 'Visual Novel'
464,'Adventure'
464, 'Puzzle'
465,'Adventure'
465, 'RPG'
466,'Adventure'
466, 'RPG'
466, 'Turn Based Strategy'
467,'Adventure'
467, 'Brawler'
467, 'Platform'
468,'Adventure'
468, 'RPG'
468, 'Shooter'
469,'Racing'
470,'Adventure'
470, 'RPG'
470, 'Shooter'
470, 'Strategy'
471,'Brawler'
472,'Adventure'
472, 'Platform'
473,'Adventure'
473, 'Platform'
474,'Shooter'
475,'Adventure'
475, 'RPG'
476,'Adventure'
476, 'Platform'
476, 'Shooter'
477,'Adventure'
477, 'Indie'
478,'Shooter'
479,'Adventure'
479, 'Platform'
480,'Adventure'
480, 'Indie'
480, 'RPG'
481,'Adventure'
481, 'RPG'
481, 'Simulator'
482,'Indie'
482, 'Simulator'
483,'Adventure'
483, 'Shooter'
484,'RPG'
484, 'Shooter'
485,'Adventure'
485, 'RPG'
485, 'Shooter'
486,'RPG'
487,'Adventure'
487, 'Arcade'
487, 'Indie'
487, 'Shooter'
488,'Adventure'
488, 'Indie'
488, 'Visual Novel'
489,'Adventure'
489, 'Indie'
489, 'Platform'
490,'Adventure'
490, 'Indie'
491,'Adventure'
491, 'RPG'
492,'Adventure'
492, 'Brawler'
492, 'Indie'
492, 'Platform'
492, 'RPG'
493,'Adventure'
493, 'RPG'
493, 'Strategy'
494,'Indie'
494, 'Point-and-Click'
494, 'Simulator'
495,'Adventure'
495, 'Shooter'
496,'Adventure'
496, 'Brawler'
496, 'Shooter'
497,'Adventure'
497, 'Shooter'
498,'Adventure'
498, 'Indie'
498, 'Platform'
499,'Adventure'
499, 'RPG'
499, 'Shooter'
499, 'Strategy'
500,'Adventure'
500, 'Indie'
500, 'Puzzle'
501,'Adventure'
501, 'RPG'
502,'Adventure'
502, 'Platform'
503,'Arcade'
503, 'Puzzle'
504,'Shooter'
504, 'Tactical'
505,'Adventure'
505, 'Platform'
506,'Adventure'
506, 'Platform'
506, 'Shooter'
507,'Adventure'
507, 'Visual Novel'
508,'Adventure'
508, 'Indie'
509,'Shooter'
510,'Adventure'
510, 'Indie'
510, 'Point-and-Click'
510, 'Simulator'
510, 'Strategy'
511,'Adventure'
511, 'Platform'
512,'Platform'
513,'Adventure'
513, 'Shooter'
514,'Adventure'
514, 'Visual Novel'
515,'Adventure'
